Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
E,7,Sample X55,0.058,0.057,0.066,0.087,0.119,0.154,0.196,0.242,0.279,0.319,0.348,0.376,0.383,0.404,0.414,0.426,0.445,0.461,0.474,0.481,0.494,0.506,0.519,0.529,0.549,0.558,0.567,0.582,0.589,0.6,0.607,0.621,0.627,0.638,0.644,0.655,0.667,0.669,0.678,0.687,0.698,0.709,0.714,0.718,0.724,0.733,0.738,0.746,0.754,0.757,0.773,0.773,0.777,0.79,0.792,
E,8,Sample X56,0.06,0.057,0.062,0.076,0.107,0.141,0.18,0.228,0.271,0.311,0.341,0.365,0.378,0.393,0.409,0.417,0.43,0.446,0.457,0.461,0.475,0.494,0.492,0.508,0.518,0.525,0.536,0.546,0.56,0.567,0.565,0.584,0.589,0.599,0.602,0.609,0.614,0.62,0.628,0.638,0.633,0.646,0.648,0.649,0.654,0.659,0.659,0.666,0.676,0.674,0.685,0.685,0.688,0.693,0.692,
E,9,Sample X57,0.049,0.052,0.051,0.056,0.07,0.091,0.12,0.144,0.178,0.202,0.223,0.243,0.252,0.261,0.278,0.293,0.304,0.324,0.333,0.345,0.364,0.381,0.401,0.415,0.425,0.434,0.447,0.459,0.471,0.48,0.49,0.506,0.509,0.521,0.523,0.536,0.537,0.545,0.555,0.568,0.575,0.583,0.589,0.598,0.607,0.606,0.61,0.611,0.622,0.62,0.631,0.635,0.641,0.649,0.647,
E,10,Sample X58,0.054,0.053,0.053,0.057,0.069,0.084,0.103,0.118,0.132,0.149,0.166,0.194,0.215,0.231,0.243,0.251,0.256,0.265,0.267,0.273,0.279,0.282,0.288,0.303,0.32,0.343,0.354,0.369,0.381,0.376,0.382,0.395,0.395,0.399,0.403,0.408,0.414,0.421,0.427,0.426,0.425,0.437,0.442,0.436,0.454,0.465,0.465,0.48,0.489,0.489,0.494,0.503,0.506,0.509,0.516,
E,11,Sample X59,0.05,0.054,0.052,0.058,0.068,0.082,0.101,0.125,0.143,0.176,0.202,0.237,0.273,0.292,0.323,0.341,0.349,0.364,0.372,0.382,0.395,0.412,0.422,0.44,0.457,0.467,0.479,0.498,0.506,0.522,0.526,0.547,0.55,0.567,0.573,0.583,0.589,0.604,0.612,0.628,0.64,0.651,0.65,0.665,0.669,0.667,0.675,0.682,0.689,0.699,0.71,0.71,0.718,0.73,0.733,
E,12,Sample X60,0.041,0.041,0.039,0.038,0.042,0.043,0.04,0.04,0.04,0.039,0.039,0.04,0.037,0.036,0.04,0.037,0.036,0.038,0.039,0.037,0.038,0.036,0.038,0.038,0.041,0.037,0.037,0.038,0.039,0.038,0.038,0.04,0.037,0.038,0.038,0.038,0.036,0.038,0.04,0.042,0.04,0.043,0.04,0.041,0.041,0.041,0.041,0.045,0.042,0.04,0.044,0.042,0.042,0.042,0.046,
F,1,Sample X61,0.042,0.042,0.041,0.039,0.04,0.042,0.041,0.04,0.04,0.038,0.04,0.039,0.037,0.037,0.038,0.037,0.037,0.037,0.037,0.039,0.039,0.037,0.037,0.038,0.041,0.037,0.036,0.038,0.039,0.039,0.039,0.039,0.039,0.041,0.041,0.042,0.04,0.038,0.041,0.041,0.04,0.045,0.041,0.042,0.043,0.042,0.041,0.043,0.047,0.044,0.044,0.044,0.044,0.045,0.047,
F,2,Sample X62,0.048,0.049,0.053,0.063,0.086,0.115,0.162,0.2,0.244,0.275,0.311,0.343,0.366,0.393,0.419,0.464,0.467,0.483,0.512,0.533,0.558,0.573,0.591,0.603,0.632,0.652,0.681,0.692,0.721,0.738,0.763,0.786,0.803,0.819,0.842,0.851,0.85,0.881,0.905,0.919,0.933,0.938,0.96,0.983,0.998,1.006,1.002,1.016,1.021,1.048,1.041,1.046,1.069,1.072,1.073,
F,3,Sample X63,0.081,0.087,0.114,0.146,0.188,0.227,0.3,0.372,0.435,0.458,0.487,0.5,0.515,0.528,0.552,0.571,0.598,0.624,0.661,0.683,0.712,0.733,0.767,0.791,0.804,0.838,0.869,0.89,0.922,0.945,0.972,1.002,1.01,1.041,1.061,1.066,1.085,1.109,1.119,1.129,1.132,1.14,1.145,1.156,1.162,1.173,1.169,1.179,1.184,1.203,1.215,1.213,1.228,1.24,1.238,
F,4,Sample X64,0.049,0.05,0.048,0.049,0.057,0.066,0.083,0.1,0.109,0.126,0.144,0.159,0.166,0.177,0.183,0.193,0.202,0.211,0.216,0.221,0.229,0.232,0.238,0.241,0.248,0.251,0.253,0.251,0.257,0.259,0.263,0.275,0.275,0.287,0.296,0.304,0.362,0.361,0.366,0.355,0.351,0.372,0.375,0.378,0.386,0.411,0.449,0.479,0.504,0.506,0.537,0.536,0.55,0.562,0.568,
F,5,Sample X65,0.051,0.049,0.05,0.052,0.057,0.07,0.084,0.083,0.091,0.097,0.109,0.126,0.14,0.16,0.178,0.198,0.213,0.23,0.239,0.247,0.254,0.258,0.265,0.268,0.28,0.284,0.285,0.287,0.296,0.306,0.312,0.323,0.321,0.337,0.355,0.404,0.49,0.499,0.521,0.512,0.527,0.565,0.584,0.588,0.63,0.656,0.674,0.694,0.691,0.718,0.728,0.731,0.759,0.769,0.771,
F,6,Sample X66,0.054,0.054,0.059,0.069,0.094,0.129,0.169,0.211,0.256,0.298,0.335,0.364,0.382,0.402,0.415,0.422,0.432,0.443,0.45,0.466,0.478,0.487,0.504,0.512,0.535,0.539,0.549,0.564,0.568,0.583,0.597,0.61,0.616,0.631,0.635,0.646,0.651,0.66,0.676,0.683,0.692,0.703,0.708,0.719,0.733,0.739,0.747,0.754,0.763,0.769,0.779,0.786,0.799,0.799,0.811,
F,7,Sample X67,0.054,0.051,0.055,0.059,0.076,0.1,0.121,0.161,0.193,0.236,0.272,0.309,0.337,0.365,0.378,0.384,0.392,0.397,0.405,0.408,0.425,0.43,0.444,0.457,0.47,0.477,0.487,0.498,0.508,0.519,0.532,0.543,0.546,0.562,0.573,0.58,0.591,0.597,0.606,0.621,0.629,0.642,0.646,0.657,0.669,0.676,0.678,0.7,0.71,0.715,0.735,0.751,0.767,0.787,0.794,
F,8,Sample X68,0.039,0.04,0.039,0.037,0.039,0.041,0.04,0.04,0.04,0.039,0.039,0.04,0.037,0.038,0.039,0.038,0.036,0.041,0.039,0.04,0.038,0.04,0.037,0.037,0.041,0.039,0.036,0.04,0.04,0.04,0.039,0.04,0.037,0.041,0.043,0.041,0.042,0.041,0.042,0.042,0.044,0.046,0.042,0.044,0.044,0.043,0.042,0.046,0.047,0.045,0.046,0.047,0.047,0.047,0.05,
F,9,Sample X69,0.04,0.04,0.038,0.039,0.04,0.041,0.041,0.041,0.038,0.038,0.04,0.041,0.037,0.037,0.038,0.038,0.036,0.04,0.039,0.037,0.037,0.038,0.037,0.039,0.043,0.036,0.036,0.039,0.04,0.038,0.04,0.04,0.038,0.04,0.04,0.039,0.04,0.039,0.041,0.041,0.041,0.041,0.04,0.042,0.042,0.041,0.039,0.042,0.042,0.043,0.047,0.043,0.043,0.045,0.048,
F,10,Sample X70,0.039,0.04,0.036,0.037,0.04,0.038,0.038,0.04,0.038,0.039,0.038,0.038,0.036,0.036,0.036,0.038,0.036,0.035,0.038,0.037,0.036,0.039,0.036,0.035,0.042,0.035,0.035,0.037,0.038,0.039,0.039,0.039,0.037,0.037,0.038,0.039,0.038,0.037,0.04,0.04,0.04,0.043,0.039,0.041,0.042,0.04,0.04,0.043,0.043,0.04,0.042,0.041,0.042,0.044,0.045,
F,11,Sample X71,0.055,0.057,0.061,0.075,0.094,0.116,0.137,0.168,0.211,0.26,0.297,0.327,0.344,0.354,0.362,0.375,0.384,0.401,0.4,0.408,0.416,0.421,0.432,0.44,0.449,0.443,0.456,0.456,0.466,0.472,0.476,0.477,0.474,0.481,0.487,0.493,0.492,0.498,0.504,0.502,0.503,0.51,0.512,0.516,0.517,0.52,0.517,0.521,0.524,0.528,0.531,0.527,0.534,0.537,0.544,
F,12,Sample X72,0.04,0.041,0.038,0.038,0.039,0.041,0.04,0.04,0.039,0.038,0.037,0.041,0.037,0.037,0.04,0.037,0.036,0.039,0.038,0.037,0.042,0.036,0.037,0.038,0.04,0.038,0.037,0.039,0.039,0.038,0.04,0.038,0.037,0.04,0.041,0.039,0.038,0.038,0.04,0.039,0.04,0.04,0.04,0.041,0.041,0.042,0.038,0.041,0.041,0.039,0.042,0.041,0.039,0.04,0.042,
G,1,Sample X73,0.039,0.039,0.038,0.038,0.04,0.041,0.041,0.039,0.04,0.038,0.039,0.041,0.037,0.038,0.043,0.047,0.056,0.087,0.126,0.174,0.22,0.268,0.306,0.327,0.368,0.37,0.384,0.388,0.395,0.408,0.424,0.439,0.46,0.479,0.483,0.49,0.509,0.513,0.521,0.525,0.544,0.553,0.572,0.58,0.592,0.611,0.619,0.639,0.654,0.668,0.684,0.712,0.725,0.755,0.763,
G,2,Sample X74,0.04,0.038,0.039,0.038,0.04,0.04,0.041,0.04,0.038,0.037,0.04,0.041,0.037,0.038,0.039,0.036,0.038,0.037,0.038,0.039,0.037,0.037,0.037,0.038,0.039,0.039,0.038,0.039,0.04,0.039,0.04,0.039,0.039,0.042,0.043,0.044,0.041,0.04,0.041,0.042,0.043,0.044,0.043,0.045,0.044,0.044,0.042,0.046,0.048,0.045,0.046,0.046,0.046,0.047,0.048,
G,3,Sample X75,0.045,0.042,0.041,0.039,0.042,0.043,0.044,0.041,0.043,0.039,0.04,0.042,0.038,0.039,0.041,0.041,0.041,0.039,0.042,0.039,0.039,0.039,0.039,0.042,0.042,0.039,0.04,0.041,0.041,0.043,0.043,0.043,0.043,0.045,0.045,0.043,0.044,0.043,0.045,0.047,0.045,0.048,0.046,0.047,0.048,0.046,0.044,0.049,0.049,0.048,0.05,0.048,0.05,0.052,0.05,
G,4,Sample X76,0.041,0.039,0.039,0.037,0.041,0.04,0.041,0.039,0.042,0.038,0.04,0.042,0.036,0.036,0.041,0.039,0.036,0.038,0.04,0.038,0.038,0.038,0.04,0.039,0.04,0.037,0.038,0.041,0.04,0.042,0.04,0.045,0.041,0.043,0.041,0.042,0.043,0.04,0.044,0.042,0.043,0.044,0.043,0.044,0.045,0.045,0.042,0.048,0.048,0.045,0.048,0.048,0.049,0.047,0.05,
G,5,Sample X77,0.04,0.039,0.038,0.038,0.041,0.041,0.041,0.04,0.041,0.04,0.036,0.041,0.035,0.037,0.041,0.038,0.037,0.037,0.04,0.039,0.038,0.038,0.038,0.036,0.042,0.036,0.037,0.039,0.039,0.04,0.039,0.041,0.038,0.042,0.041,0.042,0.044,0.039,0.042,0.041,0.041,0.045,0.042,0.044,0.043,0.046,0.041,0.045,0.046,0.048,0.046,0.044,0.047,0.048,0.047,
G,6,Sample X78,0.038,0.037,0.039,0.036,0.038,0.038,0.041,0.037,0.039,0.039,0.037,0.038,0.034,0.036,0.037,0.036,0.035,0.04,0.037,0.037,0.038,0.037,0.036,0.036,0.039,0.036,0.039,0.038,0.039,0.039,0.039,0.042,0.037,0.041,0.04,0.039,0.038,0.038,0.041,0.041,0.041,0.044,0.041,0.043,0.041,0.042,0.039,0.045,0.044,0.044,0.045,0.044,0.046,0.045,0.047,
G,7,Sample X79,0.039,0.04,0.042,0.038,0.041,0.041,0.042,0.039,0.04,0.041,0.04,0.042,0.037,0.038,0.04,0.039,0.04,0.039,0.039,0.039,0.038,0.037,0.037,0.038,0.042,0.038,0.036,0.037,0.04,0.038,0.04,0.04,0.04,0.041,0.041,0.041,0.041,0.038,0.041,0.043,0.04,0.041,0.043,0.042,0.042,0.043,0.04,0.044,0.044,0.043,0.044,0.045,0.044,0.045,0.044,
G,8,Sample X80,0.04,0.04,0.042,0.04,0.04,0.043,0.042,0.041,0.041,0.04,0.039,0.041,0.037,0.039,0.039,0.038,0.039,0.04,0.037,0.038,0.04,0.04,0.037,0.039,0.042,0.037,0.037,0.038,0.039,0.039,0.039,0.041,0.038,0.039,0.041,0.041,0.04,0.039,0.041,0.042,0.039,0.039,0.04,0.041,0.04,0.041,0.038,0.043,0.043,0.04,0.041,0.042,0.042,0.041,0.041,
G,9,Sample X81,0.038,0.041,0.041,0.037,0.039,0.041,0.04,0.039,0.04,0.04,0.041,0.04,0.038,0.039,0.037,0.038,0.038,0.039,0.038,0.038,0.038,0.039,0.038,0.036,0.041,0.036,0.038,0.036,0.038,0.037,0.038,0.04,0.039,0.039,0.038,0.037,0.038,0.037,0.041,0.042,0.041,0.039,0.039,0.039,0.042,0.039,0.035,0.041,0.042,0.038,0.041,0.039,0.04,0.04,0.039,
G,10,Sample X82,0.042,0.042,0.043,0.04,0.042,0.043,0.044,0.04,0.043,0.041,0.04,0.045,0.039,0.038,0.039,0.038,0.039,0.04,0.039,0.04,0.038,0.039,0.037,0.038,0.041,0.037,0.038,0.04,0.039,0.037,0.038,0.04,0.037,0.042,0.041,0.041,0.04,0.037,0.04,0.042,0.04,0.038,0.04,0.04,0.043,0.038,0.037,0.041,0.042,0.04,0.041,0.038,0.041,0.043,0.039,
G,11,Sample X83,0.041,0.042,0.043,0.039,0.042,0.041,0.042,0.041,0.042,0.043,0.038,0.04,0.037,0.037,0.037,0.037,0.037,0.038,0.04,0.038,0.039,0.038,0.039,0.038,0.039,0.036,0.037,0.04,0.04,0.037,0.037,0.037,0.037,0.042,0.038,0.043,0.041,0.037,0.041,0.041,0.039,0.038,0.038,0.04,0.04,0.037,0.039,0.04,0.04,0.041,0.04,0.04,0.04,0.04,0.042,
G,12,Sample X84,0.042,0.041,0.041,0.038,0.042,0.042,0.043,0.04,0.039,0.039,0.04,0.042,0.037,0.039,0.041,0.04,0.036,0.037,0.038,0.036,0.037,0.04,0.037,0.037,0.04,0.037,0.036,0.039,0.039,0.038,0.038,0.041,0.037,0.043,0.039,0.041,0.038,0.037,0.04,0.041,0.04,0.04,0.039,0.04,0.041,0.041,0.037,0.039,0.041,0.04,0.041,0.039,0.042,0.038,0.041,
H,1,Blank B,0.043,0.043,0.042,0.04,0.041,0.043,0.044,0.042,0.041,0.04,0.039,0.041,0.037,0.042,0.038,0.038,0.036,0.038,0.039,0.039,0.039,0.039,0.038,0.037,0.042,0.037,0.036,0.04,0.039,0.038,0.038,0.04,0.037,0.048,0.04,0.039,0.038,0.037,0.041,0.041,0.039,0.041,0.04,0.042,0.043,0.038,0.038,0.039,0.041,0.041,0.042,0.047,0.041,0.051,0.047,
H,2,Blank B,0.04,0.04,0.038,0.038,0.04,0.041,0.042,0.041,0.038,0.038,0.037,0.039,0.035,0.037,0.036,0.037,0.037,0.039,0.037,0.037,0.038,0.037,0.035,0.036,0.039,0.036,0.036,0.037,0.037,0.037,0.039,0.038,0.035,0.041,0.038,0.038,0.037,0.035,0.039,0.038,0.037,0.04,0.037,0.04,0.038,0.037,0.036,0.038,0.038,0.04,0.038,0.038,0.039,0.041,0.039,
H,3,Blank B,0.045,0.04,0.043,0.04,0.041,0.045,0.042,0.042,0.042,0.039,0.041,0.039,0.038,0.038,0.039,0.039,0.037,0.04,0.039,0.038,0.037,0.039,0.036,0.038,0.039,0.038,0.037,0.039,0.038,0.039,0.039,0.038,0.037,0.042,0.039,0.039,0.039,0.036,0.041,0.04,0.04,0.04,0.039,0.039,0.04,0.037,0.038,0.041,0.041,0.039,0.04,0.044,0.041,0.041,0.041,
H,4,Blank B,0.045,0.041,0.041,0.042,0.042,0.043,0.042,0.04,0.042,0.039,0.039,0.04,0.036,0.037,0.04,0.04,0.038,0.038,0.04,0.039,0.04,0.038,0.039,0.037,0.04,0.041,0.036,0.039,0.041,0.04,0.041,0.042,0.04,0.043,0.043,0.04,0.041,0.037,0.042,0.041,0.041,0.042,0.04,0.041,0.044,0.041,0.04,0.044,0.042,0.042,0.042,0.043,0.043,0.043,0.042,
H,5,Blank B,0.043,0.042,0.042,0.038,0.042,0.042,0.043,0.041,0.04,0.042,0.041,0.044,0.037,0.038,0.039,0.04,0.039,0.039,0.039,0.04,0.041,0.039,0.038,0.04,0.043,0.041,0.038,0.043,0.039,0.039,0.041,0.042,0.038,0.044,0.043,0.042,0.041,0.039,0.042,0.042,0.041,0.041,0.041,0.042,0.042,0.041,0.039,0.042,0.041,0.044,0.041,0.04,0.042,0.042,0.045,
H,6,Blank B,0.042,0.042,0.04,0.039,0.041,0.042,0.042,0.042,0.042,0.04,0.039,0.041,0.038,0.038,0.039,0.039,0.04,0.037,0.038,0.039,0.038,0.038,0.039,0.038,0.042,0.037,0.037,0.041,0.04,0.04,0.04,0.04,0.039,0.043,0.042,0.042,0.04,0.037,0.041,0.039,0.04,0.042,0.04,0.04,0.04,0.038,0.035,0.04,0.039,0.037,0.041,0.04,0.04,0.041,0.043,
H,7,Blank B,0.039,0.04,0.04,0.038,0.039,0.041,0.04,0.041,0.04,0.038,0.038,0.041,0.036,0.037,0.039,0.036,0.037,0.038,0.038,0.036,0.035,0.036,0.037,0.036,0.042,0.039,0.036,0.04,0.037,0.039,0.038,0.041,0.037,0.042,0.039,0.037,0.037,0.035,0.038,0.039,0.039,0.041,0.038,0.039,0.038,0.036,0.035,0.041,0.039,0.036,0.04,0.038,0.038,0.039,0.041,
H,8,Blank B,0.041,0.041,0.042,0.038,0.041,0.044,0.042,0.041,0.039,0.039,0.039,0.039,0.036,0.038,0.038,0.037,0.036,0.037,0.039,0.039,0.037,0.038,0.037,0.038,0.041,0.037,0.04,0.038,0.038,0.04,0.04,0.04,0.038,0.043,0.04,0.038,0.039,0.038,0.038,0.039,0.039,0.041,0.039,0.04,0.039,0.036,0.035,0.039,0.038,0.039,0.039,0.04,0.038,0.041,0.039,
H,9,Blank B,0.042,0.042,0.042,0.039,0.04,0.041,0.042,0.042,0.04,0.041,0.04,0.041,0.038,0.039,0.04,0.039,0.039,0.039,0.039,0.038,0.041,0.038,0.038,0.039,0.039,0.038,0.038,0.041,0.039,0.041,0.04,0.04,0.039,0.042,0.04,0.039,0.038,0.037,0.04,0.041,0.04,0.04,0.039,0.04,0.039,0.038,0.038,0.039,0.04,0.038,0.039,0.039,0.038,0.041,0.042,
H,10,Blank B,0.041,0.042,0.04,0.039,0.04,0.041,0.042,0.041,0.041,0.042,0.04,0.041,0.038,0.037,0.039,0.037,0.037,0.038,0.039,0.038,0.039,0.038,0.038,0.037,0.04,0.039,0.043,0.046,0.042,0.038,0.039,0.038,0.037,0.041,0.037,0.045,0.041,0.037,0.042,0.039,0.04,0.041,0.04,0.039,0.041,0.04,0.038,0.04,0.04,0.038,0.041,0.041,0.041,0.041,0.039,
H,11,Blank B,0.039,0.058,0.048,0.047,0.047,0.046,0.042,0.038,0.039,0.038,0.036,0.039,0.036,0.037,0.036,0.036,0.034,0.036,0.035,0.036,0.037,0.036,0.036,0.034,0.037,0.036,0.035,0.036,0.037,0.035,0.038,0.035,0.035,0.04,0.038,0.035,0.035,0.035,0.037,0.037,0.036,0.037,0.036,0.037,0.04,0.035,0.034,0.038,0.038,0.037,0.037,0.036,0.038,0.037,0.037,
H,12,Blank B,0.044,0.043,0.043,0.04,0.042,0.044,0.044,0.042,0.043,0.039,0.042,0.042,0.038,0.039,0.043,0.039,0.036,0.039,0.04,0.04,0.041,0.039,0.037,0.038,0.04,0.039,0.04,0.041,0.042,0.04,0.041,0.043,0.038,0.044,0.042,0.041,0.04,0.04,0.043,0.04,0.045,0.043,0.043,0.043,0.044,0.043,0.039,0.046,0.042,0.039,0.043,0.039,0.042,0.042,0.041,
