Well Row,Well Col,Content, 1 - 1, 1 - 2, 1 - 3, 1 - 4, 1 - 5, 1 - 6, 1 - 7, 1 - 8, 1 - 9, 1 - 10, 1 - 11, 1 - 12, 1 - 13, 1 - 14, 1 - 15, 1 - 16, 1 - 17, 1 - 18, 1 - 19, 1 - 20, 1 - 21, 1 - 22, 1 - 23, 1 - 24, 1 - 25, 1 - 26, 1 - 27, 1 - 28, 1 - 29, 1 - 30, 1 - 31, 1 - 32, 1 - 33, 1 - 34, 1 - 35, 1 - 36, 1 - 37, 1 - 38, 1 - 39, 1 - 40, 1 - 41, 1 - 42, 1 - 43, 1 - 44, 1 - 45, 1 - 46, 1 - 47, 1 - 48, 1 - 49, 1 - 50, 1 - 51, 1 - 52, 1 - 53, 1 - 54, 1 - 55,
B,3,Sample X15,0.049,0.05,0.05,0.062,0.084,0.117,0.152,0.208,0.267,0.317,0.353,0.39,0.408,0.416,0.422,0.426,0.435,0.445,0.452,0.466,0.479,0.485,0.507,0.514,0.53,0.539,0.55,0.559,0.568,0.58,0.59,0.595,0.599,0.613,0.623,0.629,0.628,0.645,0.659,0.661,0.67,0.673,0.683,0.692,0.69,0.706,0.717,0.721,0.73,0.733,0.74,0.747,0.746,0.76,0.765,
B,4,Sample X16,0.051,0.05,0.055,0.06,0.069,0.099,0.125,0.174,0.239,0.289,0.334,0.386,0.397,0.411,0.402,0.409,0.409,0.417,0.428,0.448,0.466,0.472,0.512,0.522,0.546,0.563,0.564,0.585,0.595,0.612,0.621,0.63,0.636,0.652,0.665,0.666,0.664,0.677,0.697,0.692,0.709,0.715,0.719,0.737,0.744,0.754,0.751,0.757,0.766,0.764,0.767,0.774,0.778,0.787,0.792,
B,5,Sample X17,0.053,0.05,0.053,0.061,0.078,0.116,0.15,0.185,0.255,0.302,0.348,0.355,0.409,0.445,0.44,0.452,0.456,0.466,0.477,0.489,0.507,0.515,0.548,0.548,0.575,0.593,0.604,0.621,0.633,0.657,0.673,0.695,0.705,0.718,0.698,0.713,0.707,0.725,0.746,0.754,0.753,0.76,0.764,0.793,0.787,0.79,0.792,0.799,0.806,0.811,0.815,0.824,0.836,0.847,0.834,
B,6,Sample X18,0.049,0.047,0.048,0.049,0.055,0.069,0.094,0.121,0.141,0.164,0.191,0.228,0.259,0.28,0.299,0.321,0.337,0.364,0.372,0.384,0.399,0.412,0.414,0.419,0.439,0.442,0.447,0.451,0.459,0.468,0.478,0.494,0.502,0.514,0.513,0.527,0.531,0.539,0.552,0.556,0.562,0.565,0.571,0.585,0.582,0.6,0.601,0.601,0.598,0.601,0.604,0.608,0.61,0.61,0.614,
B,7,Sample X19,0.051,0.05,0.053,0.062,0.09,0.129,0.171,0.228,0.286,0.345,0.387,0.415,0.424,0.431,0.438,0.437,0.447,0.458,0.466,0.482,0.5,0.516,0.505,0.53,0.542,0.555,0.559,0.574,0.594,0.605,0.618,0.631,0.666,0.672,0.701,0.699,0.699,0.718,0.734,0.745,0.761,0.773,0.775,0.783,0.795,0.789,0.79,0.794,0.812,0.8,0.809,0.823,0.836,0.848,0.859,
B,8,Sample X20,0.051,0.052,0.054,0.064,0.082,0.109,0.142,0.188,0.252,0.325,0.381,0.419,0.419,0.425,0.43,0.449,0.456,0.482,0.503,0.525,0.542,0.551,0.59,0.601,0.627,0.628,0.642,0.648,0.675,0.682,0.689,0.704,0.712,0.714,0.731,0.733,0.722,0.738,0.742,0.762,0.756,0.771,0.777,0.795,0.8,0.804,0.798,0.805,0.806,0.825,0.821,0.819,0.822,0.83,0.843,
B,9,Sample X21,0.054,0.052,0.055,0.062,0.072,0.095,0.125,0.142,0.173,0.202,0.239,0.272,0.3,0.33,0.349,0.352,0.37,0.379,0.388,0.408,0.428,0.435,0.466,0.493,0.511,0.528,0.542,0.56,0.573,0.583,0.605,0.613,0.612,0.627,0.636,0.649,0.647,0.669,0.696,0.699,0.711,0.72,0.736,0.759,0.758,0.771,0.778,0.788,0.803,0.815,0.831,0.839,0.856,0.871,0.877,
B,10,Sample X22,0.062,0.065,0.074,0.102,0.136,0.175,0.227,0.26,0.306,0.332,0.361,0.381,0.402,0.414,0.43,0.444,0.454,0.461,0.463,0.47,0.485,0.477,0.494,0.497,0.514,0.516,0.525,0.523,0.534,0.545,0.547,0.549,0.555,0.564,0.555,0.564,0.573,0.568,0.575,0.583,0.581,0.597,0.592,0.606,0.592,0.61,0.613,0.616,0.623,0.622,0.63,0.635,0.64,0.648,0.653,
B,11,Sample X23,0.057,0.057,0.066,0.089,0.125,0.162,0.213,0.265,0.311,0.336,0.354,0.378,0.398,0.402,0.412,0.428,0.455,0.464,0.48,0.497,0.508,0.531,0.554,0.574,0.596,0.604,0.625,0.644,0.663,0.68,0.697,0.711,0.712,0.725,0.742,0.753,0.759,0.775,0.796,0.81,0.813,0.819,0.837,0.856,0.857,0.87,0.873,0.882,0.891,0.9,0.895,0.913,0.911,0.916,0.921,
B,12,Sample X24,0.041,0.04,0.041,0.041,0.038,0.037,0.04,0.038,0.04,0.038,0.042,0.038,0.042,0.041,0.04,0.04,0.038,0.038,0.036,0.037,0.039,0.036,0.037,0.038,0.036,0.036,0.038,0.038,0.038,0.039,0.038,0.041,0.038,0.038,0.04,0.036,0.037,0.042,0.041,0.039,0.041,0.041,0.04,0.043,0.039,0.043,0.041,0.039,0.043,0.041,0.042,0.043,0.041,0.043,0.042,
C,1,Sample X25,0.038,0.04,0.04,0.04,0.038,0.04,0.04,0.037,0.04,0.039,0.041,0.04,0.04,0.038,0.039,0.039,0.04,0.038,0.036,0.039,0.041,0.038,0.037,0.037,0.041,0.039,0.037,0.039,0.037,0.042,0.041,0.04,0.038,0.038,0.041,0.038,0.038,0.041,0.04,0.04,0.04,0.04,0.041,0.045,0.04,0.044,0.042,0.042,0.042,0.043,0.044,0.044,0.043,0.044,0.045,
C,2,Sample X26,0.065,0.06,0.065,0.073,0.101,0.133,0.164,0.2,0.251,0.292,0.337,0.362,0.379,0.394,0.416,0.426,0.443,0.454,0.461,0.478,0.488,0.488,0.51,0.52,0.526,0.546,0.557,0.566,0.575,0.591,0.601,0.605,0.614,0.624,0.63,0.643,0.643,0.662,0.675,0.676,0.686,0.697,0.713,0.723,0.73,0.74,0.736,0.752,0.77,0.767,0.774,0.784,0.789,0.804,0.808,
C,3,Sample X27,0.06,0.062,0.065,0.085,0.117,0.155,0.194,0.226,0.268,0.311,0.344,0.375,0.403,0.417,0.43,0.445,0.452,0.461,0.475,0.489,0.505,0.515,0.524,0.543,0.557,0.566,0.582,0.6,0.609,0.618,0.631,0.635,0.641,0.65,0.661,0.661,0.663,0.677,0.695,0.708,0.71,0.711,0.719,0.728,0.73,0.741,0.74,0.747,0.751,0.754,0.76,0.765,0.767,0.772,0.778,
C,4,Sample X28,0.06,0.057,0.06,0.069,0.084,0.109,0.131,0.161,0.205,0.258,0.31,0.35,0.372,0.402,0.43,0.437,0.445,0.455,0.472,0.482,0.497,0.498,0.52,0.53,0.539,0.542,0.556,0.566,0.572,0.584,0.591,0.603,0.61,0.62,0.636,0.64,0.649,0.661,0.679,0.678,0.69,0.697,0.702,0.718,0.724,0.736,0.742,0.747,0.762,0.765,0.778,0.776,0.777,0.784,0.787,
C,5,Sample X29,0.054,0.054,0.056,0.064,0.075,0.104,0.127,0.156,0.202,0.254,0.299,0.339,0.382,0.396,0.432,0.446,0.459,0.462,0.461,0.469,0.482,0.478,0.491,0.498,0.504,0.509,0.519,0.521,0.535,0.545,0.555,0.567,0.576,0.58,0.592,0.599,0.602,0.616,0.627,0.632,0.639,0.642,0.65,0.657,0.662,0.669,0.67,0.676,0.688,0.69,0.696,0.696,0.703,0.707,0.711,
C,6,Sample X30,0.057,0.055,0.057,0.062,0.074,0.096,0.125,0.162,0.208,0.263,0.286,0.307,0.33,0.357,0.364,0.384,0.402,0.413,0.421,0.436,0.446,0.457,0.465,0.471,0.482,0.49,0.502,0.518,0.529,0.54,0.55,0.564,0.572,0.58,0.584,0.595,0.596,0.603,0.616,0.613,0.62,0.629,0.629,0.634,0.636,0.644,0.642,0.644,0.655,0.652,0.656,0.659,0.662,0.668,0.665,
C,7,Sample X31,0.054,0.056,0.057,0.066,0.081,0.111,0.146,0.19,0.236,0.283,0.32,0.342,0.368,0.399,0.41,0.407,0.436,0.434,0.434,0.452,0.465,0.491,0.493,0.517,0.527,0.543,0.554,0.563,0.573,0.577,0.591,0.594,0.591,0.6,0.607,0.602,0.603,0.612,0.632,0.63,0.63,0.638,0.64,0.645,0.646,0.65,0.643,0.648,0.655,0.653,0.657,0.659,0.66,0.664,0.668,
C,8,Sample X32,0.054,0.055,0.06,0.073,0.103,0.131,0.175,0.225,0.273,0.315,0.35,0.371,0.393,0.415,0.422,0.438,0.446,0.462,0.469,0.49,0.503,0.513,0.526,0.536,0.544,0.555,0.565,0.583,0.589,0.599,0.611,0.619,0.625,0.637,0.651,0.658,0.665,0.679,0.688,0.695,0.707,0.719,0.717,0.732,0.736,0.743,0.743,0.753,0.764,0.769,0.777,0.779,0.781,0.792,0.793,
C,9,Sample X33,0.057,0.058,0.063,0.075,0.103,0.133,0.178,0.214,0.259,0.302,0.339,0.363,0.38,0.403,0.414,0.427,0.44,0.448,0.458,0.478,0.491,0.495,0.508,0.515,0.523,0.532,0.54,0.548,0.553,0.567,0.573,0.581,0.589,0.597,0.604,0.605,0.613,0.618,0.635,0.635,0.643,0.648,0.653,0.662,0.667,0.681,0.674,0.685,0.699,0.697,0.705,0.709,0.72,0.725,0.728,
C,10,Sample X34,0.056,0.055,0.058,0.059,0.065,0.091,0.11,0.136,0.169,0.217,0.243,0.269,0.304,0.348,0.382,0.389,0.401,0.404,0.406,0.421,0.44,0.443,0.453,0.461,0.468,0.481,0.487,0.5,0.505,0.516,0.522,0.533,0.534,0.546,0.549,0.554,0.564,0.565,0.568,0.57,0.577,0.578,0.574,0.583,0.581,0.592,0.591,0.587,0.594,0.594,0.597,0.597,0.597,0.599,0.593,
C,11,Sample X35,0.056,0.058,0.063,0.071,0.089,0.12,0.146,0.175,0.209,0.245,0.289,0.313,0.343,0.36,0.373,0.385,0.403,0.412,0.407,0.417,0.415,0.415,0.422,0.436,0.436,0.446,0.461,0.466,0.482,0.493,0.509,0.526,0.53,0.544,0.559,0.569,0.579,0.586,0.604,0.615,0.622,0.628,0.639,0.653,0.655,0.663,0.671,0.677,0.685,0.698,0.696,0.707,0.715,0.724,0.733,
C,12,Sample X36,0.041,0.041,0.04,0.039,0.036,0.038,0.039,0.037,0.038,0.038,0.04,0.039,0.04,0.038,0.038,0.04,0.039,0.038,0.037,0.037,0.04,0.035,0.037,0.037,0.039,0.039,0.038,0.038,0.036,0.04,0.038,0.04,0.037,0.038,0.04,0.036,0.038,0.038,0.041,0.039,0.041,0.041,0.041,0.044,0.043,0.046,0.042,0.04,0.043,0.042,0.046,0.042,0.042,0.044,0.044,
D,1,Sample X37,0.042,0.042,0.042,0.043,0.039,0.041,0.042,0.038,0.042,0.04,0.041,0.041,0.042,0.042,0.04,0.039,0.043,0.038,0.036,0.04,0.04,0.036,0.041,0.041,0.039,0.04,0.04,0.039,0.038,0.042,0.042,0.041,0.039,0.04,0.04,0.04,0.04,0.041,0.043,0.041,0.043,0.043,0.041,0.046,0.043,0.045,0.044,0.045,0.044,0.044,0.047,0.046,0.043,0.046,0.047,
D,2,Sample X38,0.049,0.048,0.046,0.048,0.052,0.063,0.081,0.105,0.128,0.154,0.188,0.216,0.248,0.274,0.303,0.314,0.332,0.344,0.367,0.374,0.38,0.392,0.39,0.399,0.405,0.416,0.423,0.43,0.436,0.447,0.457,0.461,0.466,0.47,0.473,0.483,0.487,0.493,0.497,0.509,0.511,0.512,0.517,0.528,0.529,0.532,0.541,0.538,0.549,0.545,0.554,0.552,0.563,0.566,0.574,
D,3,Sample X39,0.056,0.056,0.06,0.074,0.092,0.122,0.153,0.198,0.242,0.278,0.316,0.341,0.359,0.382,0.401,0.417,0.429,0.432,0.44,0.452,0.46,0.479,0.487,0.492,0.511,0.524,0.541,0.55,0.559,0.577,0.585,0.595,0.608,0.607,0.621,0.628,0.63,0.634,0.646,0.648,0.662,0.669,0.669,0.68,0.679,0.687,0.688,0.689,0.702,0.7,0.703,0.7,0.704,0.71,0.712,
D,4,Sample X40,0.052,0.051,0.051,0.053,0.061,0.08,0.119,0.143,0.188,0.237,0.277,0.311,0.343,0.367,0.383,0.398,0.408,0.419,0.424,0.439,0.45,0.453,0.469,0.492,0.498,0.506,0.519,0.533,0.542,0.56,0.567,0.581,0.583,0.595,0.606,0.619,0.629,0.638,0.653,0.661,0.667,0.668,0.677,0.689,0.692,0.699,0.702,0.71,0.714,0.712,0.723,0.727,0.729,0.734,0.735,
D,5,Sample X41,0.052,0.051,0.054,0.06,0.07,0.094,0.11,0.135,0.17,0.198,0.221,0.24,0.262,0.276,0.29,0.304,0.318,0.327,0.33,0.342,0.359,0.362,0.372,0.382,0.395,0.411,0.424,0.445,0.455,0.469,0.484,0.495,0.506,0.516,0.532,0.532,0.54,0.552,0.563,0.571,0.576,0.583,0.586,0.601,0.6,0.613,0.611,0.618,0.619,0.626,0.628,0.636,0.642,0.646,0.646,
D,6,Sample X42,0.061,0.059,0.067,0.082,0.111,0.149,0.191,0.24,0.288,0.33,0.354,0.373,0.399,0.405,0.421,0.439,0.438,0.449,0.455,0.482,0.488,0.494,0.506,0.512,0.52,0.522,0.531,0.541,0.539,0.55,0.554,0.561,0.563,0.571,0.578,0.579,0.585,0.587,0.602,0.607,0.606,0.609,0.616,0.624,0.624,0.629,0.635,0.64,0.645,0.643,0.645,0.654,0.656,0.664,0.662,
D,7,Sample X43,0.051,0.051,0.053,0.054,0.058,0.072,0.086,0.106,0.14,0.174,0.2,0.225,0.245,0.264,0.278,0.287,0.301,0.309,0.315,0.333,0.341,0.355,0.349,0.361,0.36,0.358,0.362,0.372,0.377,0.383,0.392,0.397,0.404,0.409,0.41,0.421,0.42,0.425,0.437,0.434,0.444,0.445,0.446,0.459,0.461,0.466,0.47,0.478,0.484,0.481,0.485,0.493,0.493,0.499,0.502,
D,8,Sample X44,0.061,0.06,0.065,0.083,0.12,0.157,0.195,0.232,0.279,0.32,0.347,0.37,0.394,0.409,0.43,0.44,0.452,0.463,0.475,0.493,0.502,0.516,0.524,0.539,0.54,0.553,0.553,0.572,0.578,0.586,0.597,0.607,0.618,0.624,0.638,0.642,0.653,0.661,0.684,0.686,0.695,0.7,0.707,0.725,0.724,0.739,0.748,0.756,0.763,0.768,0.774,0.781,0.786,0.795,0.801,
D,9,Sample X45,0.058,0.054,0.058,0.06,0.07,0.1,0.122,0.15,0.185,0.222,0.254,0.281,0.308,0.323,0.342,0.36,0.362,0.382,0.396,0.415,0.434,0.453,0.471,0.48,0.492,0.502,0.509,0.518,0.531,0.54,0.547,0.55,0.559,0.564,0.571,0.574,0.571,0.583,0.59,0.591,0.597,0.603,0.6,0.611,0.61,0.619,0.615,0.62,0.619,0.624,0.623,0.624,0.623,0.627,0.626,
D,10,Sample X46,0.055,0.054,0.056,0.063,0.075,0.096,0.124,0.138,0.165,0.191,0.229,0.263,0.29,0.313,0.336,0.35,0.365,0.373,0.379,0.388,0.396,0.408,0.413,0.429,0.429,0.446,0.451,0.472,0.487,0.501,0.519,0.532,0.546,0.564,0.585,0.596,0.615,0.632,0.66,0.678,0.693,0.709,0.728,0.749,0.759,0.78,0.79,0.81,0.819,0.833,0.847,0.862,0.864,0.883,0.882,
D,11,Sample X47,0.052,0.053,0.057,0.06,0.066,0.081,0.096,0.11,0.135,0.153,0.176,0.2,0.211,0.231,0.245,0.26,0.272,0.292,0.298,0.312,0.338,0.352,0.36,0.366,0.366,0.365,0.374,0.379,0.386,0.397,0.402,0.402,0.409,0.417,0.413,0.421,0.439,0.439,0.448,0.452,0.451,0.456,0.463,0.475,0.474,0.479,0.482,0.486,0.486,0.489,0.493,0.497,0.498,0.505,0.505,
D,12,Sample X48,0.04,0.038,0.04,0.04,0.035,0.042,0.04,0.037,0.038,0.038,0.042,0.038,0.039,0.041,0.04,0.038,0.038,0.037,0.037,0.035,0.04,0.037,0.038,0.038,0.038,0.037,0.038,0.04,0.037,0.039,0.04,0.039,0.038,0.038,0.042,0.037,0.041,0.039,0.041,0.039,0.041,0.04,0.04,0.045,0.041,0.043,0.042,0.041,0.041,0.042,0.046,0.044,0.043,0.044,0.044,
E,1,Sample X49,0.04,0.042,0.042,0.042,0.04,0.041,0.042,0.039,0.043,0.04,0.042,0.04,0.041,0.038,0.041,0.038,0.042,0.04,0.037,0.039,0.043,0.038,0.039,0.041,0.04,0.04,0.041,0.04,0.04,0.041,0.043,0.043,0.037,0.04,0.043,0.041,0.039,0.041,0.044,0.043,0.044,0.042,0.042,0.045,0.045,0.043,0.043,0.044,0.043,0.044,0.046,0.045,0.044,0.046,0.044,
E,2,Sample X50,0.492,0.45,0.41,0.449,0.441,0.55,0.627,0.658,0.784,0.875,0.999,1.123,1.198,1.19,1.105,0.999,0.949,0.924,0.939,0.955,0.962,0.992,0.967,0.989,0.979,0.983,0.986,1.002,1.005,1.012,1.013,1.014,1.014,1.017,1.033,1.033,1.039,1.045,1.047,1.055,1.063,1.062,1.068,1.076,1.081,1.081,1.091,1.088,1.096,1.095,1.098,1.107,1.1,1.117,1.114,
E,3,Sample X51,0.067,0.068,0.071,0.093,0.124,0.158,0.202,0.25,0.297,0.33,0.366,0.382,0.404,0.416,0.434,0.443,0.462,0.469,0.477,0.493,0.511,0.515,0.525,0.533,0.543,0.553,0.558,0.569,0.579,0.59,0.593,0.601,0.608,0.619,0.621,0.628,0.634,0.643,0.65,0.659,0.66,0.666,0.674,0.68,0.683,0.691,0.694,0.697,0.705,0.708,0.709,0.713,0.724,0.728,0.727,
E,4,Sample X52,0.06,0.06,0.06,0.066,0.076,0.104,0.129,0.157,0.191,0.226,0.258,0.288,0.303,0.325,0.342,0.36,0.372,0.385,0.388,0.403,0.41,0.414,0.428,0.432,0.437,0.445,0.459,0.46,0.466,0.474,0.478,0.486,0.492,0.497,0.504,0.502,0.513,0.515,0.526,0.529,0.535,0.531,0.54,0.542,0.548,0.548,0.555,0.552,0.56,0.563,0.566,0.567,0.573,0.578,0.581,
E,5,Sample X53,0.066,0.064,0.069,0.09,0.121,0.16,0.216,0.273,0.319,0.376,0.395,0.43,0.459,0.475,0.482,0.49,0.504,0.516,0.526,0.543,0.557,0.579,0.592,0.61,0.622,0.637,0.65,0.666,0.677,0.688,0.714,0.716,0.723,0.747,0.759,0.759,0.768,0.778,0.803,0.818,0.822,0.832,0.838,0.853,0.855,0.871,0.877,0.875,0.887,0.888,0.904,0.904,0.912,0.918,0.923,
E,6,Sample X54,0.058,0.06,0.064,0.077,0.096,0.124,0.169,0.219,0.265,0.312,0.337,0.354,0.365,0.389,0.405,0.418,0.444,0.461,0.477,0.49,0.513,0.532,0.543,0.565,0.583,0.602,0.604,0.619,0.629,0.662,0.667,0.677,0.685,0.686,0.707,0.707,0.713,0.734,0.755,0.764,0.767,0.778,0.783,0.798,0.8,0.814,0.813,0.812,0.817,0.816,0.825,0.823,0.829,0.834,0.832,
E,7,Sample X55,0.061,0.065,0.075,0.096,0.129,0.161,0.198,0.245,0.279,0.315,0.348,0.364,0.371,0.38,0.397,0.406,0.426,0.441,0.461,0.483,0.51,0.525,0.533,0.542,0.565,0.586,0.601,0.621,0.644,0.663,0.675,0.69,0.696,0.705,0.719,0.727,0.727,0.744,0.759,0.769,0.768,0.781,0.787,0.803,0.805,0.814,0.815,0.825,0.825,0.832,0.843,0.843,0.84,0.851,0.847,
