Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
B,3,Sample X15,0.048,0.047,0.052,0.062,0.085,0.108,0.128,0.158,0.177,0.204,0.225,0.246,0.264,0.271,0.281,0.285,0.297,0.31,0.316,0.325,0.341,0.347,0.361,0.368,0.387,0.396,0.41,0.421,0.428,0.44,0.452,0.461,0.473,0.483,0.487,0.492,0.502,0.525,0.536,0.54,0.549,0.567,0.573,0.587,0.602,0.612,0.619,0.638,0.643,0.647,0.652,0.666,0.684,0.693,0.695,
B,4,Sample X16,0.054,0.054,0.061,0.089,0.133,0.173,0.206,0.248,0.283,0.319,0.349,0.369,0.371,0.381,0.388,0.405,0.418,0.444,0.46,0.468,0.478,0.497,0.516,0.531,0.558,0.566,0.584,0.598,0.613,0.618,0.642,0.658,0.665,0.687,0.702,0.715,0.721,0.738,0.759,0.781,0.782,0.799,0.809,0.836,0.841,0.857,0.863,0.875,0.904,0.901,0.92,0.919,0.927,0.937,0.933,
B,5,Sample X17,0.042,0.042,0.043,0.054,0.065,0.092,0.114,0.139,0.165,0.192,0.222,0.256,0.276,0.296,0.309,0.335,0.343,0.365,0.374,0.379,0.392,0.415,0.428,0.423,0.463,0.475,0.489,0.5,0.51,0.521,0.532,0.555,0.56,0.584,0.587,0.604,0.613,0.623,0.646,0.658,0.669,0.68,0.694,0.711,0.72,0.733,0.739,0.741,0.765,0.766,0.783,0.779,0.795,0.798,0.811,
B,6,Sample X18,0.054,0.052,0.06,0.085,0.118,0.146,0.176,0.219,0.255,0.288,0.325,0.352,0.369,0.383,0.399,0.418,0.43,0.441,0.456,0.464,0.481,0.499,0.522,0.529,0.557,0.572,0.584,0.606,0.615,0.628,0.643,0.671,0.684,0.701,0.718,0.733,0.744,0.768,0.803,0.81,0.826,0.847,0.863,0.879,0.9,0.924,0.931,0.942,0.96,0.968,0.988,0.989,1.008,1.012,1.03,
B,7,Sample X19,0.044,0.045,0.047,0.055,0.065,0.081,0.091,0.115,0.156,0.18,0.221,0.263,0.311,0.349,0.351,0.361,0.367,0.387,0.406,0.407,0.435,0.441,0.461,0.48,0.491,0.508,0.52,0.54,0.554,0.564,0.582,0.603,0.611,0.627,0.642,0.653,0.665,0.684,0.687,0.714,0.728,0.741,0.753,0.772,0.786,0.788,0.797,0.803,0.816,0.815,0.83,0.838,0.853,0.851,0.857,
B,8,Sample X20,0.045,0.046,0.046,0.06,0.092,0.128,0.161,0.203,0.243,0.275,0.312,0.348,0.36,0.375,0.388,0.401,0.41,0.432,0.444,0.462,0.474,0.478,0.494,0.51,0.525,0.539,0.555,0.563,0.568,0.578,0.594,0.618,0.627,0.645,0.662,0.669,0.683,0.708,0.714,0.742,0.752,0.769,0.784,0.8,0.812,0.834,0.854,0.869,0.882,0.887,0.914,0.933,0.938,0.95,0.962,
B,9,Sample X21,0.04,0.041,0.042,0.056,0.075,0.106,0.13,0.16,0.192,0.225,0.264,0.29,0.318,0.333,0.346,0.36,0.369,0.375,0.379,0.384,0.405,0.41,0.43,0.444,0.474,0.489,0.5,0.52,0.528,0.537,0.563,0.588,0.61,0.623,0.639,0.639,0.661,0.684,0.693,0.718,0.736,0.757,0.779,0.792,0.809,0.822,0.851,0.869,0.89,0.897,0.93,0.935,0.951,0.971,0.98,
B,10,Sample X22,0.051,0.056,0.066,0.094,0.12,0.157,0.198,0.239,0.287,0.308,0.351,0.368,0.388,0.392,0.393,0.411,0.419,0.434,0.436,0.461,0.464,0.475,0.493,0.504,0.534,0.54,0.556,0.571,0.575,0.595,0.614,0.628,0.648,0.665,0.693,0.704,0.71,0.735,0.772,0.78,0.807,0.821,0.837,0.871,0.885,0.908,0.932,0.944,0.965,0.979,1.008,1.017,1.036,1.059,1.067,
B,11,Sample X23,0.038,0.038,0.039,0.047,0.052,0.068,0.09,0.117,0.139,0.173,0.208,0.23,0.263,0.286,0.3,0.321,0.347,0.351,0.355,0.383,0.39,0.403,0.42,0.432,0.453,0.466,0.47,0.486,0.477,0.491,0.524,0.535,0.552,0.565,0.577,0.586,0.599,0.608,0.635,0.647,0.657,0.673,0.692,0.711,0.718,0.732,0.736,0.753,0.759,0.772,0.781,0.793,0.809,0.817,0.831,
B,12,Sample X24,0.026,0.028,0.027,0.028,0.026,0.029,0.027,0.027,0.027,0.027,0.028,0.026,0.03,0.031,0.026,0.028,0.025,0.029,0.029,0.027,0.025,0.028,0.028,0.028,0.028,0.03,0.03,0.028,0.029,0.028,0.027,0.028,0.026,0.028,0.027,0.029,0.029,0.027,0.028,0.029,0.027,0.028,0.028,0.03,0.028,0.029,0.027,0.028,0.03,0.028,0.034,0.029,0.031,0.028,0.028,
C,1,Sample X25,0.03,0.032,0.029,0.029,0.029,0.028,0.03,0.031,0.03,0.031,0.028,0.03,0.029,0.029,0.027,0.027,0.025,0.031,0.027,0.028,0.028,0.031,0.03,0.03,0.029,0.031,0.029,0.029,0.029,0.028,0.03,0.032,0.028,0.029,0.029,0.03,0.029,0.029,0.029,0.031,0.028,0.029,0.029,0.029,0.031,0.03,0.028,0.028,0.031,0.03,0.03,0.03,0.03,0.027,0.031,
C,2,Sample X26,0.033,0.033,0.034,0.041,0.057,0.102,0.132,0.175,0.223,0.265,0.305,0.347,0.37,0.391,0.4,0.413,0.416,0.43,0.439,0.448,0.465,0.478,0.499,0.508,0.512,0.531,0.547,0.558,0.56,0.592,0.606,0.625,0.629,0.655,0.668,0.689,0.695,0.723,0.737,0.749,0.766,0.787,0.803,0.821,0.834,0.857,0.869,0.879,0.894,0.892,0.907,0.902,0.912,0.911,0.916,
C,3,Sample X27,0.034,0.032,0.032,0.038,0.045,0.06,0.094,0.131,0.165,0.193,0.244,0.28,0.313,0.338,0.351,0.36,0.372,0.389,0.394,0.406,0.423,0.441,0.461,0.465,0.481,0.499,0.52,0.531,0.551,0.573,0.589,0.614,0.622,0.649,0.674,0.702,0.712,0.733,0.763,0.785,0.81,0.827,0.848,0.872,0.892,0.923,0.93,0.945,0.976,0.969,0.99,0.993,0.994,1.007,1.02,
C,4,Sample X28,0.043,0.044,0.044,0.056,0.075,0.11,0.136,0.181,0.225,0.264,0.295,0.329,0.355,0.367,0.374,0.385,0.401,0.419,0.437,0.435,0.457,0.474,0.49,0.503,0.517,0.53,0.546,0.559,0.58,0.6,0.614,0.628,0.643,0.662,0.681,0.707,0.708,0.732,0.755,0.776,0.79,0.803,0.826,0.846,0.855,0.885,0.893,0.905,0.932,0.931,0.952,0.959,0.962,0.975,0.987,
C,5,Sample X29,0.044,0.045,0.051,0.065,0.094,0.128,0.165,0.222,0.262,0.305,0.345,0.379,0.391,0.397,0.402,0.412,0.427,0.437,0.452,0.46,0.484,0.494,0.513,0.526,0.547,0.553,0.57,0.581,0.588,0.609,0.622,0.636,0.643,0.658,0.672,0.691,0.697,0.711,0.736,0.739,0.757,0.769,0.786,0.803,0.806,0.831,0.833,0.843,0.863,0.866,0.881,0.88,0.887,0.894,0.902,
C,6,Sample X30,0.05,0.051,0.053,0.065,0.084,0.108,0.128,0.154,0.186,0.217,0.251,0.288,0.316,0.342,0.359,0.364,0.373,0.384,0.391,0.403,0.41,0.423,0.442,0.443,0.465,0.482,0.495,0.509,0.536,0.543,0.561,0.571,0.584,0.602,0.624,0.64,0.649,0.669,0.696,0.712,0.729,0.744,0.77,0.783,0.793,0.818,0.834,0.842,0.873,0.878,0.908,0.909,0.921,0.939,0.951,
C,7,Sample X31,0.041,0.042,0.041,0.042,0.042,0.047,0.054,0.073,0.089,0.101,0.118,0.138,0.154,0.17,0.181,0.193,0.201,0.217,0.226,0.233,0.243,0.252,0.259,0.264,0.27,0.281,0.29,0.293,0.305,0.305,0.309,0.311,0.308,0.312,0.327,0.335,0.345,0.354,0.37,0.38,0.382,0.391,0.399,0.405,0.407,0.41,0.415,0.418,0.425,0.42,0.431,0.435,0.439,0.44,0.443,
C,8,Sample X32,0.029,0.029,0.03,0.031,0.027,0.029,0.028,0.031,0.032,0.026,0.029,0.029,0.03,0.031,0.024,0.028,0.023,0.032,0.029,0.029,0.028,0.028,0.028,0.031,0.028,0.03,0.03,0.032,0.029,0.028,0.032,0.032,0.028,0.027,0.031,0.029,0.026,0.029,0.03,0.029,0.027,0.028,0.029,0.029,0.027,0.03,0.029,0.029,0.031,0.03,0.03,0.031,0.031,0.028,0.029,
C,9,Sample X33,0.027,0.029,0.027,0.026,0.026,0.027,0.027,0.03,0.029,0.028,0.028,0.027,0.028,0.028,0.025,0.026,0.024,0.029,0.025,0.028,0.027,0.029,0.03,0.028,0.025,0.029,0.029,0.027,0.027,0.029,0.028,0.03,0.028,0.028,0.029,0.03,0.028,0.027,0.028,0.029,0.027,0.026,0.027,0.028,0.027,0.028,0.028,0.028,0.027,0.027,0.028,0.03,0.029,0.027,0.029,
C,10,Sample X34,0.03,0.029,0.027,0.03,0.027,0.029,0.026,0.029,0.031,0.028,0.026,0.027,0.029,0.027,0.026,0.027,0.024,0.028,0.026,0.027,0.026,0.029,0.029,0.028,0.027,0.029,0.029,0.029,0.028,0.026,0.027,0.029,0.028,0.026,0.027,0.027,0.028,0.028,0.028,0.028,0.025,0.028,0.026,0.026,0.028,0.03,0.03,0.028,0.028,0.027,0.031,0.029,0.027,0.027,0.028,
C,11,Sample X35,0.029,0.028,0.028,0.029,0.028,0.029,0.029,0.029,0.027,0.028,0.027,0.026,0.03,0.029,0.025,0.025,0.025,0.028,0.029,0.027,0.025,0.028,0.028,0.027,0.029,0.029,0.029,0.027,0.027,0.028,0.026,0.028,0.028,0.026,0.027,0.028,0.026,0.027,0.027,0.029,0.026,0.028,0.027,0.028,0.028,0.029,0.028,0.028,0.031,0.026,0.031,0.027,0.027,0.027,0.027,
C,12,Sample X36,0.028,0.027,0.026,0.028,0.025,0.028,0.028,0.028,0.029,0.028,0.026,0.029,0.028,0.029,0.025,0.028,0.023,0.03,0.026,0.028,0.025,0.029,0.028,0.027,0.029,0.027,0.027,0.028,0.028,0.028,0.029,0.029,0.029,0.026,0.028,0.027,0.027,0.029,0.029,0.028,0.026,0.027,0.027,0.028,0.026,0.031,0.029,0.025,0.029,0.029,0.03,0.029,0.029,0.028,0.029,
D,1,Sample X37,0.03,0.032,0.028,0.032,0.032,0.03,0.031,0.032,0.03,0.029,0.029,0.03,0.031,0.029,0.027,0.03,0.026,0.032,0.031,0.03,0.029,0.03,0.029,0.029,0.029,0.031,0.03,0.031,0.031,0.03,0.029,0.03,0.03,0.028,0.029,0.033,0.029,0.029,0.031,0.03,0.028,0.029,0.03,0.029,0.029,0.032,0.031,0.03,0.029,0.031,0.032,0.035,0.031,0.032,0.032,
D,2,Sample X38,0.037,0.038,0.04,0.052,0.074,0.111,0.14,0.177,0.222,0.255,0.288,0.319,0.331,0.339,0.347,0.359,0.372,0.401,0.408,0.432,0.453,0.468,0.495,0.519,0.539,0.558,0.582,0.604,0.629,0.648,0.664,0.688,0.707,0.716,0.737,0.764,0.772,0.792,0.816,0.833,0.859,0.885,0.895,0.917,0.931,0.947,0.957,0.974,0.993,0.993,1.012,1.025,1.037,1.036,1.055,
D,3,Sample X39,0.053,0.056,0.063,0.096,0.134,0.174,0.231,0.282,0.327,0.369,0.377,0.388,0.402,0.416,0.42,0.435,0.453,0.464,0.488,0.499,0.52,0.529,0.551,0.565,0.574,0.594,0.61,0.617,0.632,0.646,0.664,0.673,0.679,0.694,0.708,0.717,0.726,0.748,0.758,0.749,0.774,0.781,0.785,0.8,0.807,0.816,0.818,0.829,0.833,0.836,0.842,0.851,0.854,0.855,0.86,
D,4,Sample X40,0.037,0.035,0.036,0.044,0.057,0.086,0.117,0.152,0.186,0.219,0.258,0.296,0.314,0.329,0.333,0.353,0.37,0.404,0.417,0.438,0.474,0.49,0.513,0.538,0.556,0.583,0.603,0.628,0.657,0.669,0.701,0.724,0.74,0.763,0.792,0.825,0.837,0.865,0.892,0.912,0.927,0.949,0.965,0.981,1.003,1.022,1.026,1.03,1.06,1.057,1.079,1.077,1.08,1.09,1.099,
D,5,Sample X41,0.037,0.038,0.038,0.052,0.068,0.099,0.131,0.172,0.209,0.239,0.286,0.326,0.339,0.355,0.356,0.367,0.369,0.379,0.39,0.395,0.419,0.422,0.428,0.441,0.457,0.464,0.471,0.486,0.499,0.5,0.516,0.523,0.534,0.536,0.548,0.553,0.567,0.575,0.587,0.595,0.592,0.608,0.615,0.626,0.632,0.644,0.645,0.651,0.657,0.664,0.666,0.668,0.671,0.677,0.679,
D,6,Sample X42,0.063,0.069,0.073,0.09,0.113,0.138,0.166,0.194,0.231,0.261,0.292,0.314,0.325,0.342,0.338,0.351,0.358,0.371,0.379,0.381,0.391,0.402,0.405,0.429,0.435,0.444,0.452,0.468,0.488,0.489,0.503,0.515,0.526,0.534,0.543,0.554,0.566,0.576,0.591,0.6,0.605,0.61,0.622,0.633,0.639,0.655,0.66,0.665,0.678,0.679,0.69,0.693,0.7,0.705,0.712,
D,7,Sample X43,0.045,0.049,0.054,0.073,0.1,0.142,0.19,0.239,0.293,0.327,0.37,0.403,0.416,0.43,0.435,0.459,0.47,0.485,0.498,0.52,0.535,0.555,0.58,0.602,0.616,0.644,0.671,0.689,0.722,0.744,0.779,0.802,0.833,0.86,0.892,0.926,0.938,0.963,1.003,1.019,1.048,1.06,1.071,1.092,1.094,1.114,1.124,1.124,1.145,1.153,1.159,1.158,1.163,1.17,1.184,
D,8,Sample X44,0.041,0.042,0.044,0.052,0.065,0.096,0.12,0.145,0.175,0.198,0.221,0.254,0.272,0.298,0.307,0.327,0.338,0.352,0.364,0.362,0.382,0.389,0.395,0.412,0.431,0.442,0.45,0.467,0.486,0.489,0.5,0.517,0.521,0.534,0.552,0.563,0.577,0.59,0.602,0.619,0.631,0.641,0.653,0.67,0.674,0.682,0.694,0.704,0.726,0.725,0.739,0.746,0.754,0.763,0.774,
D,9,Sample X45,0.035,0.034,0.034,0.04,0.047,0.066,0.104,0.134,0.181,0.215,0.253,0.292,0.326,0.353,0.368,0.378,0.386,0.404,0.42,0.43,0.461,0.475,0.493,0.519,0.539,0.554,0.573,0.592,0.609,0.618,0.637,0.648,0.66,0.675,0.693,0.703,0.712,0.73,0.747,0.764,0.772,0.781,0.797,0.811,0.825,0.848,0.854,0.867,0.893,0.897,0.914,0.921,0.939,0.952,0.961,
D,10,Sample X46,0.059,0.064,0.077,0.12,0.151,0.201,0.253,0.298,0.331,0.366,0.377,0.385,0.399,0.413,0.418,0.438,0.444,0.461,0.482,0.496,0.513,0.528,0.531,0.556,0.574,0.584,0.606,0.617,0.629,0.638,0.65,0.661,0.673,0.687,0.707,0.717,0.733,0.74,0.762,0.766,0.782,0.798,0.805,0.82,0.831,0.851,0.851,0.866,0.878,0.887,0.895,0.906,0.911,0.925,0.927,
D,11,Sample X47,0.038,0.042,0.043,0.054,0.075,0.109,0.137,0.153,0.177,0.204,0.225,0.244,0.267,0.283,0.3,0.314,0.326,0.339,0.336,0.346,0.355,0.368,0.367,0.387,0.388,0.402,0.409,0.419,0.427,0.435,0.456,0.471,0.485,0.495,0.508,0.514,0.531,0.552,0.57,0.582,0.598,0.607,0.628,0.643,0.656,0.68,0.685,0.701,0.718,0.725,0.736,0.745,0.751,0.77,0.779,
D,12,Sample X48,0.027,0.028,0.029,0.029,0.026,0.029,0.027,0.028,0.028,0.028,0.029,0.028,0.03,0.029,0.025,0.027,0.025,0.032,0.028,0.028,0.028,0.031,0.028,0.029,0.029,0.027,0.03,0.027,0.028,0.028,0.029,0.028,0.029,0.026,0.028,0.028,0.028,0.029,0.028,0.029,0.027,0.029,0.028,0.029,0.028,0.03,0.03,0.027,0.029,0.027,0.031,0.03,0.028,0.027,0.029,
E,1,Sample X49,0.029,0.03,0.029,0.031,0.032,0.03,0.029,0.031,0.031,0.029,0.029,0.033,0.031,0.03,0.026,0.027,0.026,0.032,0.031,0.032,0.028,0.03,0.031,0.028,0.031,0.031,0.029,0.032,0.03,0.03,0.031,0.033,0.03,0.029,0.031,0.03,0.025,0.029,0.03,0.031,0.029,0.029,0.029,0.029,0.028,0.031,0.032,0.027,0.029,0.029,0.03,0.033,0.029,0.031,0.03,
E,2,Sample X50,0.034,0.037,0.036,0.047,0.056,0.079,0.104,0.132,0.158,0.182,0.211,0.236,0.259,0.28,0.309,0.326,0.342,0.366,0.38,0.395,0.418,0.429,0.442,0.463,0.483,0.487,0.507,0.525,0.539,0.555,0.584,0.594,0.61,0.619,0.62,0.629,0.626,0.636,0.65,0.661,0.679,0.693,0.711,0.725,0.73,0.738,0.74,0.751,0.76,0.77,0.778,0.788,0.799,0.806,0.81,
E,3,Sample X51,0.037,0.036,0.039,0.052,0.07,0.106,0.139,0.186,0.233,0.265,0.3,0.334,0.36,0.363,0.372,0.391,0.412,0.432,0.441,0.46,0.476,0.501,0.514,0.538,0.563,0.57,0.587,0.597,0.612,0.629,0.64,0.669,0.678,0.685,0.688,0.695,0.701,0.712,0.721,0.735,0.741,0.756,0.757,0.776,0.779,0.795,0.799,0.806,0.814,0.815,0.833,0.834,0.844,0.85,0.86,
E,4,Sample X52,0.039,0.041,0.04,0.046,0.055,0.084,0.119,0.158,0.202,0.235,0.27,0.301,0.329,0.337,0.34,0.344,0.352,0.367,0.373,0.388,0.396,0.418,0.433,0.452,0.481,0.485,0.503,0.52,0.548,0.548,0.565,0.591,0.6,0.612,0.614,0.623,0.623,0.639,0.647,0.668,0.669,0.674,0.684,0.697,0.698,0.709,0.713,0.719,0.72,0.726,0.735,0.742,0.741,0.746,0.749,
E,5,Sample X53,0.04,0.042,0.046,0.057,0.079,0.114,0.15,0.194,0.24,0.298,0.378,0.403,0.425,0.438,0.454,0.472,0.484,0.502,0.524,0.541,0.557,0.576,0.6,0.633,0.641,0.654,0.685,0.698,0.733,0.739,0.759,0.773,0.792,0.805,0.829,0.855,0.855,0.875,0.896,0.91,0.922,0.936,0.95,0.958,0.97,0.977,0.991,0.992,1.013,1.012,1.027,1.036,1.034,1.035,1.04,
E,6,Sample X54,0.046,0.051,0.054,0.076,0.108,0.148,0.188,0.24,0.274,0.314,0.346,0.372,0.391,0.396,0.404,0.423,0.427,0.45,0.468,0.484,0.488,0.511,0.52,0.529,0.543,0.556,0.566,0.579,0.585,0.591,0.605,0.615,0.624,0.633,0.649,0.658,0.665,0.678,0.683,0.695,0.7,0.713,0.717,0.728,0.736,0.748,0.756,0.758,0.77,0.777,0.782,0.794,0.794,0.801,0.806,
